main_id,incident_id,incident_type,region_of_incident,incident_date,incident_year,reported_month,number_of_dead,minimum_estimated_number_of_missing,total_number_of_dead_and_missing,number_of_survivors,number_of_females,number_of_males,number_of_children,region_of_origin,cause_of_death,migration_route,location_of_death,information_source,coordinates,unsd_geographical_grouping,article_title,source_quality,url,lon,lat,death_cause_clean
2016.MMP00638,2016.MMP00638,Incident,North America,2016-07-08,2016,July,1.0,,1,9.0,,1.0,,Central America,Vehicle accident / death linked to hazardous transport,US-Mexico border crossing,"Anza-Borrego Desert State Park, San Diego County, California",LA Times, -117.3988689 33.0184054,Northern America,"Suspected smuggler's SUV crashes near Mexican border; 1 dead, 2 hurt",1.0,http://lat.ms/2b1BTuj,-117.3988689,33.0184054,Vehicle accident
2016.MMP00643,2016.MMP00643,Incident,North America,2016-07-09,2016,July,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -112.163068 31.890533,Northern America,,5.0,,-112.163068,31.890533,Mixed or unknown
2016.MMP00644,2016.MMP00644,Incident,North America,2016-07-09,2016,July,1.0,,1,,,1.0,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.4293 32.23925,Northern America,,5.0,,-111.4293,32.23925,Harsh environmental conditions
2016.MMP00647,2016.MMP00647,Incident,North America,2016-07-10,2016,July,1.0,,1,,,1.0,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -110.982707 32.153928,Northern America,,5.0,,-110.982707,32.153928,Harsh environmental conditions
2016.MMP00650,2016.MMP00650,Incident,Central America,2016-07-11,2016,July,1.0,,1,,,1.0,,Latin America / Caribbean (P),Drowning,US-Mexico border crossing,"Rio Grande near Nuevo Laredo, Tamaulipas, Mexico",Hoy Tamaulipas, -99.6148525 27.4531416,Central America,Rescatan cuerpo de ahogado en Nuevo Laredo,1.0,http://bit.ly/29W01E3,-99.6148525,27.4531416,Drowning
2016.MMP00651,2016.MMP00651,Incident,North America,2016-07-11,2016,July,1.0,,1,,,1.0,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.362668 31.962331,Northern America,,5.0,,-111.362668,31.962331,Harsh environmental conditions
2016.MMP00653,2016.MMP00653,Incident,North America,2016-07-12,2016,July,1.0,,1,,,1.0,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.95446 31.78046,Northern America,,5.0,,-111.95446,31.78046,Harsh environmental conditions
2016.MMP00661,2016.MMP00661,Incident,North America,2016-07-13,2016,July,1.0,,1,,,1.0,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.98491 31.69473,Northern America,,5.0,,-111.98491,31.69473,Harsh environmental conditions
2016.MMP00662,2016.MMP00662,Incident,North America,2016-07-14,2016,July,1.0,,1,,,1.0,,Central America,Drowning,US-Mexico border crossing,"Rio Grande in ranch near Eagle Pass, Maverick County, Texas",Super Channel 22, -100.5282163 28.6376735,Northern America,,1.0,http://bit.ly/2amy7gB,-100.5282163,28.6376735,Drowning
2016.MMP00667,2016.MMP00667,Incident,Central America,2016-07-15,2016,July,1.0,1.0,2,,,2.0,,Central America,Drowning,US-Mexico border crossing,"Rio Grande, Rancho Las Tejas, Guerrero, Mexico",Rancherita del Aire, -100.4140054 17.3186939,Central America,Autoridades hondureñas reportan desaparecido al acompañante del migrante que murió en Guerrero,1.0,http://bit.ly/2fd2dG8,-100.4140054,17.3186939,Drowning
2016.MMP00669,2016.MMP00669,Incident,North America,2016-07-15,2016,July,1.0,,1,,,1.0,,Central America,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -113.10417 32.3405,Northern America,,5.0,,-113.10417,32.3405,Mixed or unknown
2016.MMP00670,"2016.MMP00670678,2016.MMP00670679,2016.MMP00670680,2016.MMP00670681",Split Incident,North America,2016-07-15,2016,July,28.0,,28,,,,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Webb County  jurisdiction, Texas",Webb County Office of the Medical Examiner- Dr Corinne Stern, -99.9079019 27.7150873,Northern America,,5.0,,-99.9079019,27.7150873,Mixed or unknown
2016.MMP00674,2016.MMP00674,Incident,North America,2016-07-15,2016,July,1.0,,1,,,1.0,,Central America,Mixed or unknown,US-Mexico border crossing,"Banks of Rio Grande, near Laredo, Webb County, Texas",Primera Hora, -99.6987461 27.7155889,Northern America,Muere inmigrante en patrulla de BP,3.0,http://bit.ly/2arhgr4,-99.6987461,27.7155889,Mixed or unknown
2016.MMP00675,2016.MMP00675,Incident,Central America,2016-07-16,2016,July,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Near Casa del Migrante in Nuevo Laredo, Tamaulipas, Mexico",Codigo San Luis, -99.542403 27.492611,Northern America,Encuentran indocumentado muerto cerca de la Casa del Migrante,1.0,http://bit.ly/29O5Th9,-99.542403,27.492611,Mixed or unknown
2016.MMP00676,2016.MMP00676,Incident,Central America,2016-07-16,2016,July,1.0,,1,,,1.0,,Central America,Drowning,US-Mexico border crossing,"Rio Grande in Piedras Negras, Coahuila, Mexico",Super Channel 22, -103.434484 27.1334908,Central America,Ubican a hondureno que se ahogo en el Rio Bravo,1.0,http://bit.ly/2aIEZsp,-103.434484,27.1334908,Drowning
2016.MMP00677,2016.MMP00677,Incident,North America,2016-07-16,2016,July,1.0,,1,,,1.0,,Central America,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -110.085624 32.043439,Northern America,,5.0,,-110.085624,32.043439,Mixed or unknown
2016.MMP00682,2016.MMP00682,Incident,Central America,2016-07-18,2016,July,1.0,,1,,,1.0,,Latin America / Caribbean (P),Drowning,US-Mexico border crossing,"Rio Grande near Reynosa, Tamaulipas, Mexico",La Prensa, -99.4332699 24.215586,Central America,Rescatan cuerpo de otro ahogado en el rio Bravo,1.0,http://bit.ly/2cFDlbH,-99.4332699,24.215586,Drowning
2016.MMP00684,2016.MMP00684,Incident,North America,2016-07-19,2016,July,1.0,,1,,,1.0,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.570383 32.121896,Northern America,,5.0,,-111.570383,32.121896,Harsh environmental conditions
2016.MMP00685,2016.MMP00685,Incident,North America,2016-07-19,2016,July,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -110.43783 31.85435,Northern America,,5.0,,-110.43783,31.85435,Mixed or unknown
2016.MMP00688,2016.MMP00688,Incident,Central America,2016-07-19,2016,July,1.0,,1,,,1.0,,Central America,Drowning,US-Mexico border crossing,"Rio Bravo, near Nuevo Laredo, Tamaulipas, Mexico",El Manana Nuevo Laredo, -99.6146319 27.4531416,Central America,Recuperan cuerpo de migrante,1.0,http://bit.ly/2oATVM8,-99.6146319,27.4531416,Drowning
2016.MMP00697,2016.MMP00697,Incident,North America,2016-07-20,2016,July,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -112.36573 31.9639,Northern America,,5.0,,-112.36573,31.9639,Mixed or unknown
2016.MMP00700,2016.MMP00700,Incident,North America,2016-07-21,2016,July,1.0,,1,,,1.0,,Latin America / Caribbean (P),Drowning,US-Mexico border crossing,"Rio Grande, near Eagle Pass, Maverick County, Texas",Super Channel 22, -100.5282163 28.6376735,Northern America,Hallan a un hombre muerto en el Rio Bravo,1.0,http://bit.ly/2aLEyKM,-100.5282163,28.6376735,Drowning
2016.MMP00701,2016.MMP00701,Incident,North America,2016-07-21,2016,July,1.0,,1,,,1.0,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -113.0767 32.4995,Northern America,,5.0,,-113.0767,32.4995,Harsh environmental conditions
2016.MMP00702,2016.MMP00702,Incident,North America,2016-07-21,2016,July,1.0,,1,,1.0,,,South America,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.970117 31.83173,Northern America,,5.0,http://bit.ly/2bwdtfv,-111.970117,31.83173,Harsh environmental conditions
2016.MMP00705,2016.MMP00705,Incident,North America,2016-07-23,2016,July,1.0,,1,,,1.0,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.82171 31.7947,Northern America,,5.0,,-111.82171,31.7947,Harsh environmental conditions
2016.MMP00709,2016.MMP00709,Incident,Central America,2016-07-24,2016,July,1.0,,1,,,1.0,,Central America,Drowning,US-Mexico border crossing,"Rio Grande, near Acuña, Coahuila, Mexico",Zocalo, -103.434484 27.1334908,Central America,Muere migrante ahogado en el Bravo,1.0,http://bit.ly/2adypUY,-103.434484,27.1334908,Drowning
2016.MMP00710,2016.MMP00710,Incident,North America,2016-07-25,2016,July,1.0,,1,,,1.0,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.91465 31.7945,Northern America,,5.0,,-111.91465,31.7945,Harsh environmental conditions
2016.MMP00711,2016.MMP00711,Incident,North America,2016-07-26,2016,July,1.0,,1,,,1.0,,Central America,Violence,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -109.82634 32.283693,Northern America,,5.0,https://http://bit.ly/2LmsZhY,-109.82634,32.283693,Violence
2016.MMP00716,2016.MMP00716,Incident,North America,2016-07-27,2016,July,1.0,,1,,,1.0,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Briscoe Ranch, Dimmit County, Texas",Zocalo, -100.0344494 28.4226837,Northern America,Aumenta muerte de migrantes en Texas,1.0,http://bit.ly/2awFgyv,-100.0344494,28.4226837,Harsh environmental conditions
2016.MMP00717,2016.MMP00717,Incident,North America,2016-07-27,2016,July,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Ranch near Falfurrias, Brooks County, Texas",The Monitor, -98.3848503 27.0116055,Northern America,Agents locate human remains,1.0,http://bit.ly/2aldCkB,-98.3848503,27.0116055,Mixed or unknown
2016.MMP00718,2016.MMP00718,Incident,North America,2016-07-28,2016,July,1.0,,1,,,1.0,,Latin America / Caribbean (P),Drowning,US-Mexico border crossing,"Rio Grande near El Indio, Maverick County, Texas",Zocalo Saltillo, -100.5282163 28.6376735,Northern America,Mujer ilegal asegura que occiso es su padre,1.0,http://bit.ly/2atLy2q,-100.5282163,28.6376735,Drowning
2016.MMP00719,2016.MMP00719,Incident,Central America,2016-07-29,2016,July,1.0,,1,,,1.0,,Central America,Drowning,US-Mexico border crossing,"Rio Grande, near Acuña, Coahuila, Mexico",La Rancherita del Aire, -103.434484 27.1334908,Central America,Joven veracruzano muere ahogado en el río Bravo al intentar cruzar a EU,1.0,http://bit.ly/2alfGsP,-103.434484,27.1334908,Drowning
2016.MMP00721,2016.MMP00721,Incident,North America,2016-07-30,2016,July,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"On US side of border between Ciudad Juárez, Mexico, and Sunland Park, Doña Ana County, New Mexico, USA",UnoTV, -106.5710142 31.783867,Northern America,Rescatan cuerpo con helicóptero en frontera de Juárez con EU,1.0,http://bit.ly/2aYZTjk,-106.5710142,31.783867,Mixed or unknown
2016.MMP00724,2016.MMP00724,Incident,North America,2016-07-31,2016,July,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -112.305567 32.496983,Northern America,,5.0,,-112.305567,32.496983,Mixed or unknown
2016.MMP00725,2016.MMP00725,Incident,North America,2016-07-31,2016,July,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -112.69731 32.10145,Northern America,,5.0,,-112.69731,32.10145,Mixed or unknown
2016.MMP007304,2016.MMP007304,Incident,North America,2016-08-01,2016,August,1.0,,1,,,1.0,,Latin America / Caribbean (P),"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"East of the Otay Lakes, San Diego County, California",Southern California Patch, -116.948898 32.6308885,Northern America,Undocumented Immigrants Report Finding Body in Jamul Area: Border Patrol,1.0,http://bit.ly/2aLEuOn,-116.948898,32.6308885,Harsh environmental conditions
2016.MMP007305,2016.MMP007305,Incident,North America,2016-08-01,2016,August,1.0,,1,,1.0,,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"US Highway 83 near La Grulla, Starr County, Texas",Brownsville Herald, -99.0262463 26.5101629,Northern America,Reporters find body of migrant woman,1.0,http://bit.ly/2aR8A20,-99.0262463,26.5101629,Harsh environmental conditions
2016.MMP007307,2016.MMP007307,Incident,North America,2016-08-01,2016,August,1.0,,1,,1.0,,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -112.40978 32.1278,Northern America,,5.0,,-112.40978,32.1278,Harsh environmental conditions
2016.MMP007308,2016.MMP007308,Incident,North America,2016-08-01,2016,August,1.0,,1,,,1.0,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -112.9993 31.97766,Northern America,,5.0,,-112.9993,31.97766,Harsh environmental conditions
2016.MMP007313,2016.MMP007313,Incident,Central America,2016-08-04,2016,August,1.0,,1,,,1.0,,Caribbean,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"""desert of Mexico""",El Pulmondelademocracia, -103.1723435 24.0227185,Central America,"Joven francomacorisano muere tratando de cumplir ""El Sueño Americano""",1.0,http://bit.ly/2aXnohf,-103.1723435,24.0227185,Harsh environmental conditions
2016.MMP007314,2016.MMP007314,Incident,North America,2016-08-04,2016,August,1.0,,1,,,1.0,,Latin America / Caribbean (P),"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.03825 31.82416,Northern America,,5.0,,-111.03825,31.82416,Harsh environmental conditions
2016.MMP007315,2016.MMP007315,Incident,North America,2016-08-06,2016,August,1.0,,1,,,1.0,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Desert near Nogales, Santa Cruz County, Arizona, US",Portal de Noticias Altavoz, -110.9681395 31.3643087,Northern America,Muere un sinaloense al intentar cruzar el desierto en busca del Sueño Americano,1.0,http://bit.ly/2bwn7yK,-110.9681395,31.3643087,Harsh environmental conditions
2016.MMP007316,2016.MMP007316,Incident,North America,2016-08-06,2016,August,1.0,,1,,,1.0,,Central America,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.99385 31.702133,Northern America,,5.0,,-111.99385,31.702133,Mixed or unknown
2016.MMP007317,2016.MMP007317,Incident,North America,2016-08-06,2016,August,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -110.886417 31.970833,Northern America,,5.0,,-110.886417,31.970833,Mixed or unknown
2016.MMP007318,2016.MMP007318,Incident,North America,2016-08-06,2016,August,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.381833 32.300783,Northern America,,5.0,,-111.381833,32.300783,Mixed or unknown
2016.MMP007319,2016.MMP007319,Incident,North America,2016-08-07,2016,August,1.0,,1,,,1.0,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.841117 31.811967,Northern America,,5.0,,-111.841117,31.811967,Harsh environmental conditions
2016.MMP007320,2016.MMP007320,Incident,North America,2016-08-07,2016,August,1.0,,1,,,1.0,,Central America,Drowning,US-Mexico border crossing,"Rio Grande near El 5 ranch, Maverick County, Texas",Radio Zocalo, -100.5282163 28.6376735,Northern America,Ahogado en el río Bravo traía visa,1.0,http://bit.ly/2bfWtZM,-100.5282163,28.6376735,Drowning
2016.MMP007323,2016.MMP007323,Incident,Central America,2016-08-08,2016,August,1.0,,1,,,,,Latin America / Caribbean (P),Drowning,US-Mexico border crossing,"Rio Grande, near Reynosa, Tamaulipas, Mexico",Reynosa Codigo Rojo via Facebook, -99.4332699 24.215586,Central America,,1.0,http://bit.ly/2aUxm0f,-99.4332699,24.215586,Drowning
2016.MMP007324,2016.MMP007324,Incident,North America,2016-08-08,2016,August,1.0,,1,,,1.0,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Desert near Del Rio, Val Verde County, Texas",Canal Antigua, -101.5026165 29.7898371,Northern America,Guatemalteco muere en el desierto tras ser abandonado por “coyote”,1.0,http://bit.ly/2aV9eee,-101.5026165,29.7898371,Harsh environmental conditions
2016.MMP007325,2016.MMP007325,Incident,North America,2016-08-08,2016,August,1.0,,1,,,1.0,,Central America,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.999917 31.686567,Northern America,,5.0,,-111.999917,31.686567,Mixed or unknown
2016.MMP007326,2016.MMP007326,Incident,North America,2016-08-08,2016,August,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.30885 31.44765,Northern America,,5.0,,-111.30885,31.44765,Mixed or unknown
2016.MMP007327,2016.MMP007327,Incident,North America,2016-08-08,2016,August,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Havana, Hidalgo County, Texas",Desaparecidos y sin reclamar en la frontera via Facebook, -98.3833477 26.376354,Northern America,,4.0,http://bit.ly/2jHIQsX,-98.3833477,26.376354,Mixed or unknown
2016.MMP007328,2016.MMP007328,Incident,North America,2016-08-09,2016,August,1.0,,1,,,1.0,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.988583 31.710317,Northern America,,5.0,,-111.988583,31.710317,Harsh environmental conditions
2016.MMP007330,2016.MMP007330,Incident,North America,2016-08-10,2016,August,1.0,,1,,,,,Latin America / Caribbean (P),"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Near Mission, Hidalgo County, Texas",Brownsville Herald, -98.3833477 26.376354,Northern America,2 immigrants found dead in the Valley on hot summer day,1.0,http://bit.ly/2aLLXr2,-98.3833477,26.376354,Harsh environmental conditions
2016.MMP007331,2016.MMP007331,Incident,Central America,2016-08-10,2016,August,1.0,,1,,,1.0,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Carretera 2, km 118 near Hidalgo, Coahuila, Mexico",Notigram Durango, -99.8800832 27.7856567,Central America,Hallan a migrante muerto en la frontera,1.0,http://bit.ly/2biDfXm,-99.8800832,27.7856567,Harsh environmental conditions
2016.MMP007338,2016.MMP007338,Incident,Central America,2016-08-13,2016,August,1.0,,1,,,1.0,,Central America,Drowning,US-Mexico border crossing,"Río Bravo, 300 meters from “La Cruz del Immigrate”, Matamoros, Tamaulipas, Mexico",Hoy Tamaulipas, -99.4332699 24.215586,Central America,Muere al intentar cruzar el río Bravo por Matamoros,1.0,http://bit.ly/2eTRPkZ,-99.4332699,24.215586,Drowning
2016.MMP007348,2016.MMP007348,Incident,North America,2016-08-16,2016,August,1.0,,1,,,1.0,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Desert near Mclean, Gray County, Texas",IOM Honduras, -100.5998558 35.2325495,Northern America,“Estoy perdido y temo morir”: Fracasó migrante hondureño,4.0,http://bit.ly/2aZK6Qg,-100.5998558,35.2325495,Harsh environmental conditions
2016.MMP007366,2016.MMP007366,Incident,North America,2016-08-21,2016,August,1.0,,1,,,1.0,,Central America,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.368233 32.328607,Northern America,,5.0,,-111.368233,32.328607,Mixed or unknown
2016.MMP007368,2016.MMP007368,Incident,North America,2016-08-22,2016,August,1.0,,1,,,1.0,,Central America,Drowning,US-Mexico border crossing,"Rio Grande near Brownsville, Cameron County, Texas",Telemundo, -97.6906534 26.1490665,Northern America,Hallan a un hombre ahogado a orillas del Río Bravo,1.0,http://bit.ly/2bk1uDJ,-97.6906534,26.1490665,Drowning
2016.MMP007370,2016.MMP007370,Incident,North America,2016-08-23,2016,August,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.926567 31.848783,Northern America,,5.0,,-111.926567,31.848783,Mixed or unknown
2016.MMP007373,2016.MMP007373,Incident,North America,2016-08-23,2016,August,1.0,,1,,,,,Central America,Mixed or unknown,US-Mexico border crossing,"Body recovered on Cage Ranch, Maverick County, Texas, USA",Operation Identification - U. of Texas, -100.3109028 28.51685009,Northern America,,5.0,,-100.3109028,28.51685009,Mixed or unknown
2016.MMP007374,2016.MMP007374,Incident,North America,2016-08-24,2016,August,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -112.16171 32.00778,Northern America,,5.0,,-112.16171,32.00778,Mixed or unknown
2016.MMP007377,2016.MMP007377,Incident,Central America,2016-08-26,2016,August,1.0,,1,,,1.0,,Latin America / Caribbean (P),Drowning,US-Mexico border crossing,"Rio Grande, ejido Balcones at Acuna, Coahuila, Mexico",Radio Zacolo, -100.94093 29.33281,Northern America,Encuentran a ahogado,1.0,http://bit.ly/2bxMv4W,-100.94093,29.33281,Drowning
2016.MMP007379,2016.MMP007379,Incident,North America,2016-08-26,2016,August,1.0,,1,,,1.0,,Central America,Drowning,US-Mexico border crossing,"In a wash north of Tubac, Santa Cruz County, Arizona",Nogales International, -111.0627679 31.6238017,Northern America,Border Patrol finds body of 37-year-old Mexican migrant,1.0,http://bit.ly/2cnSj3r,-111.0627679,31.6238017,Drowning
2016.MMP007380,2016.MMP007380,Incident,North America,2016-08-26,2016,August,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.400483 31.827017,Northern America,,5.0,,-111.400483,31.827017,Mixed or unknown
2016.MMP007381,2016.MMP007381,Incident,North America,2016-08-27,2016,August,1.0,,1,,,1.0,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -110.920977 31.551221,Northern America,,5.0,,-110.920977,31.551221,Harsh environmental conditions
2016.MMP007386,2016.MMP007386,Incident,North America,2016-08-29,2016,August,1.0,,1,,,1.0,,Central America,Drowning,US-Mexico border crossing,"Rio Grande south of Eagle Pass, Maverick County, Texas",La Rancherita del Aire, -100.5282163 28.6376735,Northern America,Localizan a indocumentado guatemalteco ahogado en el río Bravo,1.0,http://bit.ly/2cb8XoT,-100.5282163,28.6376735,Drowning
2016.MMP007388,2016.MMP007388,Incident,North America,2016-08-30,2016,August,1.0,,1,,,1.0,,Central America,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.938633 31.836283,Northern America,,5.0,,-111.938633,31.836283,Mixed or unknown
2016.MMP007390,2016.MMP007390,Incident,Central America,2016-08-31,2016,August,6.0,,6,26.0,5.0,1.0,5.0,Central America,Vehicle accident / death linked to hazardous transport,US-Mexico border crossing,"KM 167 of federal highway near Reynosa, Tamaulipas, Mexico",El Pais, -99.4332699 24.215586,Central America,Cinco menores migrantes muertos y 27 heridos en el noreste de México,1.0,http://bit.ly/2bAZ83A,-99.4332699,24.215586,Vehicle accident
2016.MMP007403,2016.MMP007403,Incident,Central America,2016-09-02,2016,September,1.0,,1,,,1.0,,Central America,Vehicle accident / death linked to hazardous transport,US-Mexico border crossing,"Caborca, Sonora, Mexico",Nocitas Anotao, -112.1767124 30.7222309,Central America,Hondureño muere atropellado en México,1.0,http://bit.ly/2csUnsR,-112.1767124,30.7222309,Vehicle accident
2016.MMP007404,2016.MMP007404,Incident,North America,2016-09-02,2016,September,1.0,,1,,,1.0,,Central America,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -112.81815 31.974983,Northern America,,5.0,,-112.81815,31.974983,Mixed or unknown
